,link,name,type,price,address,built_up,bedrooms,bathrooms,monthly_installment,land_title,tenure,furnishing,state
766,/property/ss-2/sale-7428583/,"SS2, Petaling Jaya, SS2",4,910000,"SS2, Petaling Jaya, Selangor ",2400.0,4,3,4101,4,5,4, Selangor
768,/property/desa-park-city/sale-6813893/,"Safa Terraces, Desa ParkCity, Desa ParkCity",4,1838000,"Safa Terraces, Desa ParkCity, Safa Terraces, Desa ParkCity, 52200, Kuala Lumpur ",3200.0,4,3,8284,4,5,4, Kuala Lumpur
769,/property/desa-park-city/sale-6743705/,"Casaman, Desa Parkcity, Desa ParkCity",4,3480000,"Desa Parkcity, Kuala Lumpur, Casaman, Desa Parkcity, Kuala Lumpur ",4306.0,5,5,15684,4,5,2, Kuala Lumpur
770,/property/desa-park-city/sale-6694975/,"Levenue ,Desa ParkCity, Desa ParkCity",3,2950000,"Desa ParkCity, Kuala Lumpur, Levenue ,Desa ParkCity, Kuala Lumpur ",4306.0,7,6,13295,4,5,4, Kuala Lumpur
771,/new-property/property/kl-city/legasi-kampong-bharu/new-5936/,Legasi Kampong Bharu,2,0,"KL City, Kuala Lumpur ",1959.5,1,2 - 4,3228,3,-,-, Kuala Lumpur
772,/property/klcc/the-troika/sale-8446370/,"The Troika, KLCC",2,2600000,"Persiaran KLCC, KLCC, 50450, Kuala Lumpur ",2596.0,3,3,11718,-,5,1, Kuala Lumpur
773,/property/iskandar-puteri-nusajaya/sale-8446350/,"Bukit Indah Avenue 7, Iskandar Puteri (Nusajaya)",4,688000,"Jalan Indah 7, Taman Bukit Indah, Bukit Indah Avenue 7, 79100, Johor ",1400.0,5,3,3101,-,5,1, Johor
774,/new-property/property/melaka-tengah/bali-residences/new-5929/,Bali Residences,2,0,"Kota Syahbandar, Melaka Tengah, Melaka ",1825.5,4,1 - 5,1010,2,-,-, Melaka
775,/property/kota-kemuning/sale-5405646/,"Chimes, Bandar Rimbayu, Kota Kemuning",4,630000,"Chimes, Perennia, Scarlet, Penduline, Livia, Wisteria, Jalan Flora 3E, Chimes, Bandar Rimbayu, 42500, Selangor ",2179.0,4,4,2839,4,3,2, Selangor
776,/property/ipoh/sale-8395996/,"Taman Syabas, Ipoh",4,360000,"Taman Syabas, 31400, Perak ",1400.0,4,3,1622,4,3,2, Perak
777,/property/kota-kemuning/sale-5412248/,"Eco Sanctuary , Kota Kemuning",3,1550000,"Regio Villa @ Monterey Jalan Eco Santuari, Eco Sanctuary , 42500, Selangor ",2743.0,5,5,6986,4,3,2, Selangor
778,/new-property/property/rawang/acadian/new-5911/,Acadian,4,0,"Saujana Rawang, Rawang, Selangor ",1702.5,4,3,2118,4,-,-, Selangor
779,/property/shah-alam/sale-8198480/,"Elmina, Shah Alam, Denai, Kota Damansa, Shah Alam",4,840000,"Elmina, Shah Alam, Denai, Kota Damansa, 40160, Selangor ",2631.0,5,5,3786,4,5,2, Selangor
780,/property/johor-bahru/sale-8423563/,"FUL LOAN - Bukit Mutiara, Dato Onn, Johor Bahru",4,500000,"Taman Bukit Mutiara, FUL LOAN - Bukit Mutiara, Dato Onn, Johor ",1540.0,4,3,2253,4,5,2, Johor
781,/property/puchong/sale-7813747/,"Taman Putra Prima, Puchong",4,925000,"Jalan Putra Prima 5/2, Taman Putra Prima, 47130, Selangor ",2100.0,5,4,4169,4,5,4, Selangor
782,/new-property/property/rawang/alcedo/new-5914/,Alcedo,3,0,"Saujana Rawang, Rawang, Selangor ",3290.0,2,4 - 6,4276,4,-,-, Selangor
783,/property/sri-petaling/sale-8423527/,"Bukit Jalil, OUG, Happy Garden , Sri Petaling",4,1180000,"Bukit Jalil, OUG, Happy Garden , 57000, Kuala Lumpur ",3000.0,5,4,5318,4,3,4, Kuala Lumpur
784,/property/subang-jaya/sale-5519179/,"SS19 Subang Jaya, Subang Jaya",4,900000,"No.59 SS19/5 Subang Jaya Selangor, SS19 Subang Jaya, 47500, Selangor ",2000.0,5,3,4056,4,5,4, Selangor
785,/property/usj/sale-7553257/,"Usj 2, USJ",4,788888,"Usj 2, Selangor ",1800.0,4,3,3555,-,-,-, Selangor
786,/property/kota-kemuning/sale-6364979/,"Penduline Bandar Rimbayu, Kota Kemuning",4,630000,"Chimes Livia Perennia Scarlet Wisteria Jalan Flora 3, Penduline Bandar Rimbayu, 42500, Selangor ",1898.0,4,3,2839,-,3,2, Selangor
787,/property/usj/sale-5717629/,"usj 9  subang jaya, USJ",4,1488888,"usj 9  subang jaya, Selangor ",2200.0,6,4,6710,4,5,4, Selangor
788,/property/bukit-mertajam/marc-residences/sale-7797528/,"MARC Residences, Bukit Mertajam",2,448000,"Jalan Song Ban Kheng, Bukit Mertajam, 14000, Penang ",1120.0,3,3,2019,2,5,4, Penang
789,/property/bandar-utama/sale-7165620/,"bu11, Bandar Utama",4,1270000,"jalan bu11, bu11, 47800, Selangor ",2300.0,4,3,5724,4,5,4, Selangor
790,/property/bandar-utama/sale-7022105/,"bu3, Bandar Utama",4,1290000,"jalan bu3/2, bu3, 47800, Selangor ",2000.0,4,3,5814,4,5,2, Selangor
791,/property/bukit-mertajam/sale-7695763/,"Taman Seri Remia, Bukit Mertajam",3,700000,"Taman Seri Remia, 14020, Penang ",2500.0,4,3,3155,4,5,3, Penang
793,/property/bandar-sungai-long/sale-8026137/,"BANDAR SUNGAI LONG SECTION 9, Bandar Sungai Long",4,520000,"JALAN SL 9, BANDAR SUNGAI LONG SECTION 9, 43000, Selangor ",2145.0,4,3,2344,4,3,4, Selangor
794,/property/seremban/sale-7821435/,"Seremban 3, Seremban",4,516000,"Seremban 3, Negeri Sembilan ",3099.0,4,4,2326,4,5,2, Negeri Sembilan
795,/new-property/property/kuala-selangor/cempaka-sari/new-5916/,Cempaka Sari,4,0,"Bandar Saujana Utama, Kuala Selangor, Selangor ",1650.0,4,3,1933,4,-,-, Selangor
796,/property/sierra-mas/sale-7503788/,"Sierramas, Sg Buloh, SierraMas",3,2280000,"Sierramas, 47000 Sungai Buloh, Selangor, Sierramas, Sg Buloh, 47000, Selangor ",3546.0,4,0,10276,4,5,4, Selangor
797,/property/taman-desa/danau-idaman/sale-7197110/,"Danau Idaman, Taman Danau Desa, Taman Desa",2,430000,"Jalan 2/109F, Taman Danau Desa, 58100, Kuala Lumpur ",938.0,3,2,1938,4,3,1, Kuala Lumpur
798,/new-property/property/kuala-selangor/tresna-perindu/new-5889/,Tresna Perindu,4,0,"Bandar Saujana Utama, Kuala Selangor, Selangor ",1770.0,4,3,2083,4,-,-, Selangor
799,/property/gelang-patah/sale-8446205/,"Setia Eco Garden Taman Laman Setia, Gelang Patah",4,488000,"Jalan Laman Setia 5/1, Setia Eco Garden Taman Laman Setia, 81550, Johor ",1400.0,3,2,2199,4,5,4, Johor
800,/property/tanjong-tokong/marinox-sky-villas/sale-6944817/,"Marinox Sky Villas, Tanjong Tokong",2,810000,"Jalan Desiran Tanjung 4, Tanjong Tokong, 10470, Penang ",1260.0,4,2,3651,4,3,2, Penang
801,/property/tanjong-tokong/the-tamarind/sale-7671562/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,1090000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1241.0,3,2,4912,-,5,2, Penang
802,/new-property/property/kuala-selangor/tresna-teratai/new-5884/,Tresna Teratai,4,0,"Bandar Saujana Utama, Kuala Selangor, Selangor ",1766.0,4,3,2180,4,-,-, Selangor
803,/property/tanjong-tokong/the-tamarind/sale-7671447/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,780000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1047.0,3,2,3515,-,5,2, Penang
804,/property/tanjong-tokong/the-tamarind/sale-8317377/,"The Tamarind, Seri Tanjung Pinang, Tanjong Tokong",2,880000,"Jalan Seri Tg Pinang, Seri Tanjung Pinang, 11200, Penang ",1047.0,3,2,3966,4,5,4, Penang
805,/property/puchong/sale-8446153/,Puchong,4,1300000,Selangor ,2740.0,4,4,5859,4,3,4, Selangor
806,/new-property/property/kuala-selangor/tresna-teruntum/new-5917/,Tresna Teruntum,4,0,"Bandar Saujana Utama, Kuala Selangor, Selangor ",1767.0,4,3,2131,4,-,-, Selangor
807,/property/klcc/the-oval/sale-7841560/,"The Oval, KLCC",2,3300000,"Jalan Binjai, off Lorong Kuda, KLCC, Kuala Lumpur ",3897.0,4,5,14873,4,5,4, Kuala Lumpur
810,/property/klcc/marc-residence/sale-1866977/,"Marc Residence, KLCC",2,1300000,"No. 3 Jalan Pinang, KLCC, 50450, Kuala Lumpur ",785.0,2,2,5859,2,5,1, Kuala Lumpur
811,/property/segambut/anjali-north-kiara/sale-7324264/,"Anjali North Kiara, Segambut",2,790000,"Jalan 3/61, Bukit Segambut, Segambut, Kuala Lumpur ",1300.0,3,2,3560,-,5,4, Kuala Lumpur
812,/property/klcc/three-28-tun-razak/sale-5335980/,"Three28 Tun Razak, KLCC",2,1180000,"Jalan Tun Razak, KLCC, 50400, Kuala Lumpur ",1044.0,2,2,5318,-,5,1, Kuala Lumpur
814,/property/klcc/the-avare/sale-7197235/,"The Avare, KL City Centre, KLCC",2,2500000,"Lorong Kuda off Jalan Tun Razak, KL City Centre, 50450, Kuala Lumpur ",3800.0,5,5,11267,4,5,4, Kuala Lumpur
815,/property/setia-eco-park/sale-8079806/,"Hacienda Setia Eco Park, Setia Eco Park",3,1980000,"Jalan Setia Tropika U13/18, Hacienda Setia Eco Park, 40170, Selangor ",3400.0,5,4,8924,4,5,2, Selangor
816,/property/klcc/the-avare/sale-7197235/,"The Avare, KL City Centre, KLCC",2,2500000,"Lorong Kuda off Jalan Tun Razak, KL City Centre, 50450, Kuala Lumpur ",3800.0,5,5,11267,4,5,4, Kuala Lumpur
817,/property/setia-eco-park/sale-8079806/,"Hacienda Setia Eco Park, Setia Eco Park",3,1980000,"Jalan Setia Tropika U13/18, Hacienda Setia Eco Park, 40170, Selangor ",3400.0,5,4,8924,4,5,2, Selangor
818,/property/cyberjaya/aspire-residence/sale-4885786/,"Aspire Residence, Cyberjaya",2,330000,"Cyberjaya, 47130 Cyberjaya, Selangor ",900.0,3,2,1487,4,5,4, Selangor
819,/new-property/property/kayu-ara/glomac-centro-serviced-apartment/new-2098/,Glomac Centro Serviced Apartment,2,0,"Kayu Ara, Selangor ",1422.5,2,3 - 4,0,4,-,-, Selangor
820,/property/setia-eco-park/sale-7156520/,"Elizabeth Fall Setia Tropika Setia Eco Park, Setia Eco Park",3,1720000,"Jalan Setia Tropika U13/18, Elizabeth Fall Setia Tropika Setia Eco Park, 40170, Selangor ",2700.0,5,5,7752,4,5,2, Selangor
821,/property/bukit-jalil/the-havre-bukit-jalil/sale-8420882/,"The Havre Bukit Jalil, Bukit Jalil",2,579000,"217, Bukit Jalil, Bukit Jalil, 57000, Kuala Lumpur ",1023.0,3,3,2609,4,3,2, Kuala Lumpur
822,/new-property/property/city-centre/suria-stonor/new-785/,Suria Stonor ,2,0,"City Centre, Kuala Lumpur ",4355.5,1,6 - 7,14927,4,-,-, Kuala Lumpur
823,/property/seremban/sale-6390647/,"New 2Sty Freeh0ld Seremban , Seremban",4,418000,"New 2Sty Freeh0ld Seremban , Negeri Sembilan ",2175.0,4,3,1884,4,5,-, Negeri Sembilan
825,/property/desa-park-city/the-breezeway/sale-6060747/,"The Breezeway, Desa ParkCity",2,1850000,"Persiaran Residen, Desa ParkCity, 52200, Kuala Lumpur ",1851.0,4,4,8338,4,5,4, Kuala Lumpur
826,/new-property/property/kl-city/chambers-kuala-lumpur/new-5613/,Chambers Kuala Lumpur,2,0,"KL City, Kuala Lumpur ",679.0,1,1 - 2,1933,4,-,-, Kuala Lumpur
827,/property/klcc/the-ritz-carlton-residences/sale-6534743/,"The Ritz-Carlton Residences, KLCC",2,2680000,"Jalan Sultan Ismail, KLCC, 50250, Kuala Lumpur ",1163.0,2,2,12078,4,5,1, Kuala Lumpur
828,/property/sentul/the-capers-sentul-east/sale-4055284/,"The Capers @ Sentul East, Sentul East, Sentul",2,780000,"Lorong Timur, Sentul East, Kuala Lumpur ",1381.0,4,4,3515,4,5,1, Kuala Lumpur
829,/property/kepong/sale-6441248/,"Sunway SPK, Kepong",4,1550000,"Sunway SPK, Sunway SPK, 51200, Kuala Lumpur ",2400.0,4,3,6986,4,5,1, Kuala Lumpur
830,/new-property/property/bangi/sunway-gandaria/new-5886/,Sunway Gandaria,2,0,"Bandar Baru Bangi, Bangi, Selangor ",1177.0,1,2,2172,2,-,-, Selangor
831,/property/desa-park-city/one-central-park/sale-6983825/,"One Central Park, Desa ParkCity",2,1550000,"Jalan Residen 2, Desa Parkcity, 52200, Kuala Lumpur ",1377.0,3,2,6986,4,5,4, Kuala Lumpur
832,/property/setapak/kl-traders-square/sale-8126564/,"KL Traders Square, Setapak",2,300000,"Jalan Gombak Batu 4, Setapak, 53000, Kuala Lumpur ",1010.0,4,2,1352,-,5,1, Kuala Lumpur
833,/property/johor-bahru/r-f-princess-cove/sale-7979508/,"R&F Princess Cove, Johor Bahru",2,499000,"Jalan Tanjung Puteri, Johor Bahru, Johor ",471.0,1,1,2249,2,5,4, Johor
837,/property/setia-indah/sale-8422295/,"Setia Eco Cascadia Hazel, Setia Indah",4,799000,"Setia Eco Cascadia Hazel, Setia Eco Cascadia Hazel, 81100, Johor ",2683.0,5,6,3601,1,5,1, Johor
838,/property/setia-indah/sale-8223383/,Setia Indah,4,458000,"Jalan Setia 1, Taman Setia Indah, Setia Indah, 81100, Johor ",1600.0,4,3,2064,4,5,4, Johor
839,/property/batu-kawan/sinaran-utropolis/sale-8445804/,"Sinaran @ Utropolis, Bandar Cassia, Batu Kawan",2,460000,"Lebuhraya Bandar Cassia, Bandar Cassia, 14110, Penang ",1044.0,4,3,2073,-,-,4, Penang
840,/property/batu-kawan/sinaran-utropolis/sale-8445792/,"Sinaran @ Utropolis, Bandar Cassia, Batu Kawan",2,378000,"Lebuhraya Bandar Cassia, Bandar Cassia, 14110, Penang ",883.0,3,2,1704,-,-,4, Penang
841,/property/johor-bahru/sale-6321213/,"Nusa Sentral Cluster Winter Sonata , Johor Bahru",4,930000,"Nusa Sentral,horizon hill,bukit indah, Nusa Sentral Cluster Winter Sonata , Johor ",3248.0,6,6,4191,4,5,2, Johor
842,/property/gelang-patah/sale-8351739/,"Nusa Idaman,Presint 4 Nusa Idaman, Gelang Patah",4,668000,"Nusa Idaman Presint 4, Nusa Idaman,Presint 4 Nusa Idaman, Johor ",2163.0,5,4,3011,4,5,4, Johor
843,/new-property/property/subang-jaya/sunway-geo-lake-condominium/new-5891/,Sunway GEOLake (Condominium),2,0,"Sunway City, Subang Jaya, Selangor ",1329.5,3,2 - 4,4007,4,-,-, Selangor
845,/property/desa-park-city/the-northshore-gardens/sale-8315206/,"The Northshore Gardens, Desa ParkCity",2,920000,"Persiaran Residen, Desa Parkcity, 52200, Kuala Lumpur ",915.0,2,1,4146,4,5,-, Kuala Lumpur
846,/new-property/property/wangsa-maju/sunway-avila-residences/new-5883/,Sunway Avila Residences,2,0,"Setapak, Wangsa Maju, Kuala Lumpur ",979.5,2,2 - 3,2028,2,-,-, Kuala Lumpur
848,/property/mont-kiara/pavilion-hilltop/sale-7328521/,"Pavilion Hilltop, Mont Kiara",2,1700000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",1830.0,5,2,7662,4,5,4, Kuala Lumpur
850,/new-property/property/seri-kembangan/sunway-eastwood/new-5885/,Sunway Eastwood,3,1930000,"Seri Kembangan, Seri Kembangan, Selangor ",3972.0,5,5,8698,4,-,-, Selangor
854,/new-property/property/kelana-jaya/sunway-serene/new-5887/,Sunway Serene,2,0,"Petaling Jaya, Kelana Jaya, Selangor ",1340.0,2,2 - 4,3304,4,-,-, Selangor
862,/property/johor-bahru/sale-8437670/,"Senibong Cove, Johor Bahru",4,1000000,"Permas Jaya, Senibong Cove, 81100, Johor ",2320.0,4,4,4507,-,5,4, Johor
863,/property/johor-bahru/sale-8386351/,"Setia Eco Cascadia ,Taman Setia Indah, Johor Bahru",4,850000,"Jalan Eco Cascadia 5, Setia Eco Cascadia ,Taman Setia Indah, Setia Eco Cascadia ,Taman Setia Indah, 81100, Johor ",2300.0,5,4,3831,4,5,1, Johor
865,/property/damansara-perdana/empire-damansara/sale-6483902/,"Empire Damansara, Damansara Perdana",2,295000,"Jalan PJU 8/8A, Damansara Perdana, 47820, Selangor ",725.0,1,2,1330,-,3,1, Selangor
866,/property/damansara-perdana/empire-damansara/sale-6483873/,"Empire Damansara, Damansara Perdana",2,220000,"Jalan PJU 8/8A, Damansara Perdana, 47820, Selangor ",345.0,1,1,992,-,3,1, Selangor
867,/new-property/property/dutamas/alix-residences/new-5899/,Alix Residences,2,0,"Jalan Dutamas Dahlia 5, Dutamas, Kuala Lumpur ",2938.5,3,2 - 3,0,4,-,-, Kuala Lumpur
868,/property/sri-petaling/sale-8393307/,Sri Petaling,4,950000,Kuala Lumpur ,1800.0,4,3,4282,4,3,4, Kuala Lumpur
870,/new-property/property/bukit-jalil/the-tropika/new-5905/,The Tropika,2,0,"Bukit Jalil, Kuala Lumpur ",1025.0,1,2 - 3,2595,2,-,-, Kuala Lumpur
871,/property/kajang/sale-7952321/,"Goodview Heights, Kajang",4,765000,"Goodview Heights, 43000, Selangor ",2391.0,5,5,3448,4,5,2, Selangor
872,/property/desa-park-city/the-westside-one/sale-7082572/,"The Westside One, Desa ParkCity",2,1550000,"Persiaran Residen, Desa ParkCity, 52200, Kuala Lumpur ",1852.0,4,3,6986,4,5,4, Kuala Lumpur
873,/property/klcc/star-residences-one/sale-8336223/,"Star Residences One, KLCC",2,1255000,"Jalan Yap Kwan Seng, KLCC, Kuala Lumpur ",625.0,1,1,5656,2,5,4, Kuala Lumpur
874,/new-property/property/kelana-jaya/plaza-kelana-jaya-serviced-apartment/new-5632/,Plaza @ Kelana Jaya Serviced Apartment,2,0,"Kelana Jaya, Selangor ",600.0,1,1 - 2,1668,4,-,-, Selangor
876,/property/setia-alam/sale-7835960/,"Setia Indah 9, Setia Alam",4,845000,"Jalan Setia indah U13/9, Setia Indah 9, 40170, Selangor ",2500.0,4,3,3808,4,5,4, Selangor
877,/property/kuching/sale-8241290/,"Northbank, Kuching",4,625000,"Northbank, Sarawak ",1257.0,4,3,2817,-,-,-, Sarawak
878,/new-property/property/seremban/fellona-hijayu-3-bandar-sri-sendayan/new-5167/,"Fellona, Hijayu 3 @ Bandar Sri Sendayan",4,0,"Bandar Sri Sendayan, Seremban, Negeri Sembilan ",3052.0,4,4,4254,4,-,-, Negeri Sembilan
879,/property/subang-jaya/sale-8170318/,"Putra Heights, Subang Jaya",4,1700000,"Putra Heights, Selangor ",3315.0,4,4,7662,-,5,2, Selangor
880,/property/klcc/the-conlay/sale-8283699/,"The Conlay, KLCC",2,1683000,"Jalan Conlay, KLCC, 50450, Kuala Lumpur ",840.0,2,2,7585,2,5,4, Kuala Lumpur
881,/property/cheras/sutera-apartment-bandar-tun-hussein-onn/sale-8234459/,"Sutera Apartment Bandar Tun Hussein Onn, Batu 9Th Cheras, Cheras",2,290000,"Sutera Apartment Off Jalan Suadamai 10/1, Bandar Tun Hussein Onn, Batu 9Th Cheras, Selangor ",860.0,3,2,1307,-,3,-, Selangor
882,/property/johor-bahru/tropez-residences/sale-8473880/,"Tropez Residences, Danga Bay, Johor Bahru",2,699000,"Jalan Danga 2, Danga Bay, 80200, Johor ",1668.0,0,0,3150,-,-,-, Johor
883,/property/johor-bahru/jentayu-residensi-tampoi/sale-6764553/,"Jentayu Residensi @ Tampoi, Johor Bahru",2,338000,"Jalan Tampoi, Johor Bahru, 81200, Johor ",954.0,3,2,1523,4,5,4, Johor
884,/property/setiawangsa/kaleidoscope-residensi-setiawangsa/sale-8212627/,"Kaleidoscope (Residensi Setiawangsa), Setiawangsa",2,650000,"Off Jalan 1/56, Setiawangsa 54200 Kuala Lumpur, Setiawangsa, 54200, Kuala Lumpur ",1196.0,3,2,2929,-,3,4, Kuala Lumpur
887,/property/johor-bahru/bayu-puteri-3/sale-8464111/,"Bayu Puteri 3, Taman Bayu Puteri, Johor Bahru",2,350000,"Jalan Bayu Puteri 1/2, Taman Bayu Puteri, 80150, Johor ",1198.0,4,2,1577,4,3,4, Johor
888,/property/bukit-tunku-kenny-hills/tijani-2-north/sale-7984872/,"Tijani 2 North, Bukit Tunku (Kenny Hills)",2,2750000,"Jalan Langgak Tunku, Bukit Tunku (Kenny Hills), 50480, Kuala Lumpur ",3133.0,5,6,12394,-,5,1, Kuala Lumpur
890,/property/iskandar-puteri-nusajaya/sale-8259846/,"Eco Botanic, Aldingham, Nusajaya, Iskandar Puteri (Nusajaya)",4,1000000,"Eco Botanic, Aldingham, Nusajaya, 79100, Johor ",2580.0,5,5,4507,4,5,2, Johor
891,/new-property/property/seremban/mellonia-bandar-sri-sendayan/new-5267/,Mellonia @ Bandar Sri Sendayan,4,0,"Bandar Sri Sendayan, Seremban, Negeri Sembilan ",3729.0,4,4,6025,4,-,-, Negeri Sembilan
892,/property/gelugor/sale-8368276/,Gelugor,4,1880000,"VILARIS @ THE SANCTUARY, Gelugor, 11900, Penang ",3940.0,4,3,8473,4,5,2, Penang
893,/property/senawang/sale-8242848/,"Taman Bukit Senawang Perdana, Senawang",1,748600,"Taman Bukit Senawang Perdana, Negeri Sembilan ",3158.0,6,4,3374,4,5,2, Negeri Sembilan
894,/new-property/property/nilai/mawar-indah/new-5877/,Mawar Indah,4,0,"Kota Seriemas, Nilai, Negeri Sembilan ",1686.5,4,3,2298,4,-,-, Negeri Sembilan
898,/new-property/property/dengkil/gamuda-cove/new-5878/,Gamuda Cove,4,0,"Gamuda Cove, Dengkil, Selangor ",2298.0,4,3 - 4,2686,4,-,-, Selangor
901,/property/seremban/sale-8232552/,"Klana Heights, Seremban",1,1788000,"Klana Heights, Negeri Sembilan ",4200.0,6,7,8058,4,5,2, Negeri Sembilan
902,/new-property/property/seremban/irama-residensi-sigc/new-5307/,Irama @ Residensi SIGC,4,0,"Residensi SIGC, Seremban, Negeri Sembilan ",3234.5,1,4,2731,4,-,-, Negeri Sembilan
903,/property/setia-tropika/sale-8500232/,"Setia Tropika, Johor Bahru, Setia Tropika",4,585000,"81200, Setia Tropika, Johor Bahru, 81200, Johor ",1800.0,4,3,2637,4,5,-, Johor
908,/property/semenyih/sale-7341472/,"Eco Majestic Setia Ecohill @ Tenderfield, Semenyih",3,775000,"Jalan Eco Majestic 2, Eco Majestic Setia Ecohill @ Tenderfield, 43500, Selangor ",2396.0,5,4,3493,4,5,-, Selangor
909,/property/iskandar-puteri-nusajaya/sale-8229377/,"Taman Mutiara Mas, Iskandar Puteri (Nusajaya)",4,788000,"Taman Mutiara Mas, Johor ",2910.0,5,5,3551,-,5,-, Johor
911,/property/iskandar-puteri-nusajaya/sale-8119264/,"Eco Botanic, Eastwell, Iskandar Puteri (Nusajaya)",3,1550000,"Eco Botanic,Iskandar Puteri, Nusajaya,east ledang, nusa duta, Eco Botanic, Eastwell, 79100, Johor ",3330.0,5,5,6986,4,5,2, Johor
912,/property/iskandar-puteri-nusajaya/sale-8250306/,"Eco Botanic,Featherstone, Iskandar Puteri (Nusajaya)",4,1065000,"Jalan Eko Botanik, Eco Botanic, Nusa duta , East ledang, Nusa Sentral, Bukit Indah,Nusa idaman
, Eco Botanic,Featherstone, 79100, Johor ",2560.0,5,4,4800,4,5,2, Johor
913,/property/horizon-hills/sale-7979000/,"The Green , Horizon Hills, Horizon Hills",4,1180000,"Jalan Hijauan. Horizon Hills, Bukit Indah , iskandar Puteri, Eco Botanic, The Green , Horizon Hills, 79100, Johor ",2700.0,5,5,5318,4,5,2, Johor
914,/property/johor-bahru/sale-8485380/,"Eco Summer Brighton, Johor Bahru",4,790000,"Jalan Ekoflora, Taman Ekoflora, Eco Summer,Eco Spring , Bandar Dato Onn, Taman Daya, Eco Summer Brighton, 81100, Johor ",2170.0,4,3,3560,4,5,4, Johor
915,/new-property/property/cameron-highlands/barrington-homes/new-5826/,Barrington Homes,3,0,"Cameron Golden Hills, Cameron Highlands, Pahang ",4385.0,6,7,4363,4,-,-, Pahang
916,/property/seputeh/sale-7742145/," Taman Seputeh, Kuala Lumpur, Seputeh",1,3200000," Taman Seputeh, Kuala Lumpur, 58000, Kuala Lumpur ",4000.0,5,4,14422,4,5,4, Kuala Lumpur
917,/property/seputeh/sale-6175329/,"Mutiara Seputeh, Taman Seputeh, Seputeh, Seputeh",3,3480000,"Mutiara Seputeh, Taman Seputeh, Seputeh, 58000, Kuala Lumpur ",4412.0,5,5,15684,4,5,4, Kuala Lumpur
918,/new-property/property/cameron-highlands/barrington-square-apartment/new-5824/,Barrington Square (Apartment),2,0,"Cameron Golden Hills, Cameron Highlands, Pahang ",968.5,2,1 - 4,1387,4,-,-, Pahang
919,/property/tropicana/casa-tropicana/sale-7132477/,"Casa Tropicana, Tropicana",2,610000,"Persiaran Tropicana, Tropicana, 47301, Selangor ",1330.0,4,3,2749,4,3,1, Selangor
920,/property/johor-bahru/sale-8237240/,"Taman Impian Emas, Skudai, Johor Bahru, Johor Bahru",4,958000,"Jalan Impian Emas, Taman Impian Emas, Skudai, Johor Bahru, 79100, Johor ",2160.0,4,4,4318,4,5,4, Johor
921,/property/bandar-utama/sale-8230078/,"BU 1, BU1, Bandar Utama",4,1450000,"BU 1, BU1, Selangor ",2300.0,4,3,6535,4,5,4, Selangor
922,/new-property/property/bandar-saujana-putra/bsp-21/new-4943/,BSP 21,2,0,"Bandar Saujana Putra, Selangor ",1160.5,1,2,2192,2,-,-, Selangor
923,/property/bandar-utama/sale-7500928/,Bandar Utama,4,1360000,"Bandar Utama, Selangor ",1950.0,4,2,6129,4,5,4, Selangor
924,/property/seputeh/saville-residence/sale-8499621/,"Saville Residence, Seputeh",2,650000,"Jalan Klang Lama (Old Klang Road), Seputeh, 58100, Kuala Lumpur ",1237.0,4,3,2929,-,5,1, Kuala Lumpur
925,/property/horizon-hills/sale-8074993/,"Jalan Hijauan 24’x75’, Horizon Hills, Horizon Hills",4,760000,"Jalan Hijauan, Jalan Hijauan 24’x75’, Horizon Hills, 79100, Johor ",2573.0,5,5,3425,4,5,4, Johor
